AP,REG,type,an_total_value_value,an_total_low_value,an_total_high_value,excessrate_total_value_value,excessrate_total_low_value,excessrate_total_high_value,fraction_total_value_value,fraction_total_low_value,fraction_total_high_value
pm25v0,FRD12,Attribute,48.31026765,33.96805351,62.19552384,97.32493956,68.43131482,125.2980434,0.958005324,0.673597664,1.233349657
pm25v0,FRD11,Attribute,62.81382939,48.5482131,75.65534392,91.95450999,71.07068416,110.7535967,0.928380283,0.717537776,1.118174156
pm25v0,FRC24,Attribute,15.26270121,12.98749156,17.32301022,107.1312185,91.16110924,121.5929214,1.111888016,0.946156918,1.26195985
pm25v0,FRC23,Attribute,27.86099241,23.52285643,31.75779261,117.3651259,99.09043961,133.7807126,1.438126255,1.214202307,1.639269032
pm25v0,FRC22,Attribute,31.05311879,25.73457049,35.9701928,119.662412,99.16742416,138.6103567,1.31465494,1.089490429,1.522822802
pm25v0,FRC21,Attribute,49.90653482,41.73484928,57.71356768,94.62722621,79.13299704,109.4300372,1.075080443,0.8990469,1.243258714
pm25v0,FRC14,Attribute,54.73879258,46.14423298,62.25365129,160.7668095,135.5245564,182.838036,1.408303943,1.187189935,1.601638928
pm25v0,FRC13,Attribute,91.84337548,75.93998428,105.8946185,166.0222812,137.2740884,191.422441,1.555480431,1.286141209,1.793450258
pm25v0,FRC12,Attribute,42.12228352,32.2176775,51.19601384,194.5779251,148.8247147,236.4931544,1.458265306,1.11537164,1.772393351
pm25v0,FRC11,Attribute,60.0778759,51.24351488,68.52950046,114.3794185,97.56008019,130.4700876,1.193700455,1.018171004,1.361624554
pm25v0,FRB06,Attribute,78.87850128,67.84212509,88.52357419,119.5945618,102.8612863,134.2183704,1.374757411,1.182407799,1.542858118
pm25v0,FRB05,Attribute,54.43519731,46.43062318,61.71959148,165.5034347,141.16629,187.6510113,1.624756016,1.385843993,1.842171456
pm25v0,FRB04,Attribute,84.55356797,73.5679826,94.49856358,142.7860564,124.2346164,159.5802506,1.527224526,1.328803229,1.706850022
pm25v0,FRB03,Attribute,39.88699018,31.65095979,47.14813274,174.4062902,138.3937171,206.156296,1.439957573,1.142633361,1.702086107
pm25v0,FRB02,Attribute,45.40311584,38.63232805,51.20481128,106.1646518,90.33262613,119.7306949,1.227447703,1.044405505,1.384290731
pm25v0,FRB01,Attribute,47.71130164,39.52026616,55.21550549,153.4661736,127.1191017,177.6040486,1.427974271,1.182826163,1.652564381
pm25v0,FR108,Attribute,101.1732797,70.85104531,131.254202,85.18134663,59.6519307,110.5076446,1.437486038,1.006658181,1.864889328
pm25v0,FR107,Attribute,134.1829516,87.75015722,181.3089679,100.513911,65.73224371,135.8145697,1.522205486,0.995470614,2.056792815
pm25v0,FR106,Attribute,108.7668765,60.27349232,158.6383719,70.69104632,39.17379598,103.1037354,1.451528735,0.804374484,2.117064962
pm25v0,FR105,Attribute,62.67076828,19.39135707,101.5345613,40.00114957,12.37703781,64.80677242,0.635128567,0.196520799,1.028980655
pm25v0,FR104,Attribute,97.33213912,73.8219683,120.6807858,78.77775606,59.74926827,97.67554344,1.294689717,0.981965104,1.605264364
pm25v0,FR103,Attribute,97.30374992,71.7838049,121.9163259,68.8336602,50.78056746,86.24488679,1.221531066,0.901163547,1.53050474
pm25v0,FR102,Attribute,111.852399,87.47640422,136.1201416,83.56583964,65.35401836,101.6969606,1.462157714,1.143523145,1.779369767
pm25v0,FR101,Attribute,97.57124563,0,230.1253977,44.30053887,0,104.4849684,0.579267458,0,1.366218008
pm25v0,FI1D,Attribute,19.07454917,0,58.40072971,14.6990733,0,45.00430659,0.143209315,0,0.438462652
pm25v0,FI1C,Attribute,31.71695502,3.387432527,59.83461489,27.53350602,2.940633499,51.94243618,0.233247772,0.024911424,0.440024278
pm25v0,FI1B,Attribute,18.32624213,0,41.47321096,11.99048328,0,27.13492571,0.149130791,0,0.337489144
pm25v0,FI19,Attribute,22.53254849,0,47.51968795,16.62097514,0,35.05251305,0.200204467,0,0.422215784
pm25v0,ES702,Attribute,86.05855537,63.32381528,108.8731269,112.26897,82.7906803,141.788323,1.225423654,0.901708307,1.550265469
pm25v0,ES701,Attribute,90.78828753,67.0077094,114.9529294,118.948273,87.8314595,149.073569,1.344274441,0.992169858,1.702060375
pm25v0,ES640,Attribute,8.882000958,6.208344153,11.62549976,116.6714277,81.55239179,152.7066271,1.925441954,1.345861388,2.520148662
pm25v0,ES630,Attribute,8.56670788,4.999952555,12.00734108,108.639162,63.40850008,152.2686259,1.663468524,0.970888003,2.33155109
pm25v0,ES620,Attribute,271.3499375,216.767711,329.5135582,192.0655802,153.4331061,233.2319867,2.607068012,2.082678942,3.165850985
pm25v0,ES618,Attribute,467.0450131,365.9368531,567.8706141,248.358133,194.5925356,301.9733809,3.107569406,2.434838095,3.778414931
pm25v0,ES617,Attribute,269.9073243,215.8175952,327.4476627,175.0213373,139.9483654,212.330927,2.271249211,1.816107345,2.755415905
pm25v0,ES616,Attribute,204.6795926,157.8153378,249.3178055,312.7605276,241.1491756,380.9706111,3.231157928,2.491343747,3.935828512
pm25v0,ES615,Attribute,132.614825,105.4722278,160.7744576,261.813705,208.2275549,317.4077914,3.056077795,2.430586924,3.705003679
pm25v0,ES614,Attribute,260.4241075,203.0822917,314.4964699,289.636229,225.8613427,349.7753732,3.345864281,2.60914951,4.040574564
pm25v0,ES613,Attribute,235.6529763,184.7286944,284.3223912,298.7267855,234.1719975,360.4233432,3.209986721,2.516315574,3.872941601
pm25v0,ES612,Attribute,195.4796557,152.9474898,240.2884511,161.0780476,126.0315437,198.0001223,2.097311778,1.640996838,2.578042909
pm25v0,ES611,Attribute,117.5714215,92.5456011,142.3112647,177.463293,139.6903026,214.804,2.457025704,1.934051184,2.974013874
pm25v0,ES530,Attribute,124.145639,97.854398,151.6295093,49.87593884,39.31334205,60.91767855,1.622287694,1.278744941,1.98140208
pm25v0,ES523,Attribute,476.5009294,384.7780064,568.5752992,192.0838764,155.1106168,229.1980898,2.191302765,1.769511173,2.614701739
pm25v0,ES522,Attribute,105.5478577,86.2408202,124.82542,186.2714561,152.1998374,220.2903607,2.096834444,1.713292924,2.479783265
pm25v0,ES521,Attribute,355.6123986,290.909784,419.8145389,200.3652308,163.9124297,236.5347124,2.480917259,2.029578751,2.92873933
pm25v0,ES514,Attribute,115.2431344,94.19087775,136.7706181,151.0501702,123.4568457,179.2663539,1.759825431,1.438349394,2.088556787
pm25v0,ES513,Attribute,81.68017156,64.07161115,99.43706924,195.0563875,153.0065138,237.4603485,1.954874643,1.533445589,2.379852979
pm25v0,ES512,Attribute,81.08530072,65.51481649,96.91450363,113.7521417,91.90895668,135.9581831,1.37440895,1.110491848,1.642708777
pm25v0,ES511,Attribute,676.9907687,502.1097656,845.5744485,125.9562713,93.41955571,157.3210691,1.506307769,1.117201559,1.881399343
pm25v0,ES432,Attribute,79.70059059,62.58964072,96.1153412,196.1740679,154.05715,236.577481,1.846051526,1.449736006,2.226234758
pm25v0,ES431,Attribute,145.4860989,113.1552447,176.2285231,214.6149342,166.9221907,259.9643164,2.192846879,1.705545331,2.656203348
pm25v0,ES425,Attribute,132.8359965,100.2232128,165.1039398,201.7612447,152.2288881,250.7683185,2.351676526,1.774336097,2.92289703
pm25v0,ES424,Attribute,30.99366627,22.34887564,39.62934941,131.7007035,94.96850901,168.3927011,1.68903273,1.217948888,2.159602193
pm25v0,ES423,Attribute,42.60485805,31.71909436,53.55515882,204.9379032,152.574654,257.611973,1.821901623,1.356404474,2.290152749
pm25v0,ES422,Attribute,137.3268015,102.6719304,171.9677792,269.6964474,201.6373263,337.7285103,2.69355754,2.01383509,3.373003601
pm25v0,ES421,Attribute,73.23198684,55.49583892,90.8941762,187.5412554,142.1204249,232.7726681,2.097212804,1.589300547,2.602997864
pm25v0,ES419,Attribute,47.58242971,35.84241218,59.08156605,251.4970947,189.4442855,312.2772883,1.814312224,1.366672112,2.252764261
pm25v0,ES418,Attribute,87.01448804,66.00131374,107.5722882,166.68715,126.4338179,206.0681344,1.854027785,1.406303566,2.292045731
pm25v0,ES417,Attribute,13.92099124,10.01270385,17.70972827,150.64428,108.3510748,191.6438996,1.226996441,0.882520834,1.560934216
pm25v0,ES416,Attribute,21.08453145,15.25378283,26.92302019,133.7041301,96.72944642,170.7278495,1.261427556,0.912595291,1.61071915
pm25v0,ES415,Attribute,50.50800977,38.26712384,62.2270502,146.4905799,110.9875183,180.4802714,1.323887835,1.003041265,1.631053434
pm25v0,ES414,Attribute,29.72342136,22.54466812,36.40027021,175.6338406,133.2145517,215.087653,1.450403743,1.100109531,1.776204175
pm25v0,ES413,Attribute,71.83782701,54.48172005,88.78416484,148.3042676,112.4734845,183.2892833,1.225262569,0.92924188,1.514291729
pm25v0,ES412,Attribute,37.41949813,29.15498634,45.61958778,102.8682032,80.14866308,125.4106184,0.998999261,0.77836319,1.217913207
pm25v0,ES411,Attribute,29.29231327,21.43989452,37.03637127,175.012258,128.0963217,221.2809375,1.426815204,1.04432846,1.804023045
pm25v0,ES300,Attribute,1057.753265,758.8532022,1355.411356,170.1753376,122.0899101,218.0587951,2.479170779,1.778648247,3.176749371
pm25v0,ES243,Attribute,224.1149518,171.4177285,276.1908153,236.9764106,181.2554397,292.0401044,2.395861776,1.832518096,2.952558844
pm25v0,ES242,Attribute,28.53938123,20.91794193,36.08018291,203.3780636,149.0654077,257.1164779,1.678835491,1.230503157,2.122423913
pm25v0,ES241,Attribute,45.8044732,35.23701983,56.23438756,207.2501837,159.4358201,254.4422925,1.827656445,1.406003363,2.243820571
pm25v0,ES230,Attribute,32.79556557,27.29970351,38.15414484,105.4476838,87.77685876,122.6770895,1.130612642,0.94114574,1.315346593
pm25v0,ES220,Attribute,53.40736966,44.07617833,62.58298474,85.9619595,70.94291627,100.7305953,1.001010226,0.82611864,1.172984977
pm25v0,ES213,Attribute,106.2573466,78.34929754,134.0406722,92.90194327,68.50163113,117.1932112,0.958493517,0.706750649,1.209110289
pm25v0,ES212,Attribute,50.91279527,35.6163935,65.45836535,72.5397623,50.74573405,93.26398104,0.79263058,0.554491898,1.019078693
pm25v0,ES211,Attribute,14.51166692,9.433894602,19.1306067,46.08935835,29.96222175,60.75925459,0.573329759,0.372715736,0.755816482
pm25v0,ES130,Attribute,53.99991949,38.96281329,68.00194796,93.72135615,67.62320279,118.023048,0.952843045,0.687510777,1.199910145
pm25v0,ES120,Attribute,108.1187574,63.7976722,152.3526286,102.1836563,60.29548361,143.9894879,0.840896914,0.496188513,1.184926752
pm25v0,ES114,Attribute,97.76379436,64.39548509,129.5098167,103.9429672,68.46563532,137.695452,1.109174707,0.730595512,1.469348829
pm25v0,ES113,Attribute,38.22894224,25.06022986,50.61726411,117.3401732,76.91988609,155.3652621,0.824341033,0.540380465,1.091473881
pm25v0,ES112,Attribute,31.49252638,18.33573467,44.93444866,91.29514981,53.15436615,130.2624333,0.636174012,0.370396253,0.907711832
pm25v0,ES111,Attribute,100.8590909,60.96035301,139.4048128,89.69432071,54.21225187,123.9731361,0.837946773,0.506462759,1.158191703
pm25v0,EL653,Attribute,101.4418296,85.56940684,116.648929,402.7325532,339.7174885,463.1062962,3.201138688,2.700273747,3.681004829
pm25v0,EL652,Attribute,66.1351042,55.76907831,76.11661168,449.606813,379.1370338,517.4619861,4.049942647,3.415260323,4.661043965
pm25v0,EL651,Attribute,75.06834149,63.96290503,86.22403026,403.3321982,343.6621578,463.2729597,3.269622402,2.785925678,3.755506572
pm25v0,EL645,Attribute,12.70116191,10.4578817,14.69999593,310.361626,255.5471101,359.2025255,2.66024339,2.190364829,3.078929707
pm25v0,EL644,Attribute,60.57324358,52.24242438,68.83502428,375.0739993,323.4886041,426.2320112,3.163637293,2.728558572,3.595102225
pm25v0,EL643,Attribute,4.704214954,3.081455323,6.260751701,235.0214427,153.9477341,312.7876602,2.046293273,1.340389658,2.723406839
pm25v0,EL642,Attribute,77.36217714,64.84977452,89.93366471,359.4818924,301.339513,417.8990248,3.299663276,2.766031397,3.835795668
pm25v0,EL641,Attribute,40.97249202,33.88545441,48.09953768,342.4466948,283.2144939,402.01284,3.141279416,2.597952266,3.687664392
pm25v0,EL633,Attribute,56.08787171,44.5851812,67.64365774,348.8787919,277.3279433,420.7607588,2.891101035,2.298180451,3.486760497
pm25v0,EL632,Attribute,81.95892421,68.3653406,95.00189058,262.3983966,218.8762003,304.1581487,2.641369637,2.203299089,3.061687128
pm25v0,EL631,Attribute,63.74451275,52.41199382,75.34946578,301.0778133,247.5505546,355.8925732,2.64251349,2.172745302,3.123566455
pm25v0,EL624,Attribute,8.883166651,6.541539061,11.21426237,374.9997262,276.1498262,473.4042548,2.88543965,2.124866059,3.642566192
pm25v0,EL623,Attribute,11.83834564,9.241690949,14.59996937,307.1835104,239.8060176,378.8409836,2.6820998,2.093807765,3.307762469
pm25v0,EL622,Attribute,36.84324723,28.56963199,45.44719037,352.7741286,273.5533134,435.1584578,2.87753215,2.231372691,3.549473227
pm25v0,EL621,Attribute,12.66522228,8.74597677,16.54375707,313.8519675,216.7306046,409.9645458,2.993685284,2.067320123,3.910401972
pm25v0,EL613,Attribute,65.17240062,56.44224622,73.70453349,317.855406,275.2773856,359.467582,2.96394948,2.566942751,3.35194249
pm25v0,EL612,Attribute,104.7166457,87.90296212,120.7547852,364.940579,306.343803,420.8347506,3.758058448,3.154712888,4.333551764
pm25v0,EL611,Attribute,109.4798478,92.14903058,126.9307734,444.2454664,373.9187026,515.0604177,3.390924745,2.854164398,3.931394247
pm25v0,EL543,Attribute,36.159093,31.18501242,40.59025493,212.893067,183.6072333,238.9823795,2.13240731,1.839083065,2.393712142
pm25v0,EL542,Attribute,11.14117864,8.898643996,13.53594318,252.6230636,201.7752013,306.9220814,2.289700477,1.828842096,2.781831827
pm25v0,EL541,Attribute,37.33347731,28.26378182,46.23720629,292.8054228,221.6701713,362.6401574,2.354001288,1.782150243,2.915373023
pm25v0,EL533,Attribute,13.70240894,10.92594624,16.17370442,269.6811479,215.0366,318.3196637,2.288913474,1.825132265,2.70171431
pm25v0,EL532,Attribute,13.77052238,11.27495383,16.23205491,275.9865084,225.9694725,325.3219392,2.563999277,2.099355681,3.022297785
pm25v0,EL531,Attribute,54.32850388,43.38008617,64.16636352,300.5295534,239.9645938,354.9517245,2.724821583,2.17573199,3.218203808
pm25v0,EL527,Attribute,31.98038966,27.36695731,36.48212404,295.9683346,253.2738475,337.6286768,2.996315942,2.5641126,3.418041927
pm25v0,EL526,Attribute,92.39401255,77.52241031,106.5858733,521.476083,437.5369051,601.5797756,3.624126917,3.040849423,4.180723788
pm25v0,EL525,Attribute,45.15615038,38.30780225,51.81345309,355.1991896,301.3322825,407.5625807,3.37411691,2.862459187,3.871480812
pm25v0,EL524,Attribute,50.38800112,43.37154865,57.02597995,358.5500721,308.622105,405.785006,3.096446119,2.665304971,3.504320766
pm25v0,EL523,Attribute,40.64157115,34.47865147,46.67319149,502.0703867,425.9357222,576.5831341,3.776173419,3.203630019,4.336491271
pm25v0,EL522,Attribute,285.8632769,245.0144833,326.3057153,255.4276265,218.9279735,291.5641888,2.930494273,2.511791405,3.345014054
pm25v0,EL521,Attribute,47.46446919,41.26057299,53.43862362,335.7971316,291.9067193,378.0621071,3.067504925,2.666602674,3.453549648
pm25v0,EL515,Attribute,34.36439629,29.16690978,39.48014252,249.32799,211.6177926,286.4452186,2.051348849,1.741099958,2.35671499
pm25v0,EL514,Attribute,25.72652795,21.81874772,29.48042901,263.9842728,223.8858817,302.5036819,2.088027943,1.770876891,2.392685593
pm25v0,EL513,Attribute,31.71576376,27.42322685,36.02599051,285.4077645,246.7794771,324.1952645,2.606998281,2.254164974,2.961283042
pm25v0,EL512,Attribute,23.17343227,19.54736444,26.79687821,209.4516203,176.6777606,242.2017341,2.357788848,1.988867774,2.72643775
pm25v0,EL511,Attribute,48.24076068,41.39882389,55.17624448,328.1838475,281.6380131,375.3660368,2.683770593,2.303150608,3.069589042
pm25v0,EL434,Attribute,46.6809202,38.01806002,55.83286723,301.6296756,245.6562832,360.7622804,3.08850679,2.515373469,3.693988203
pm25v0,EL433,Attribute,20.10296139,16.4371214,23.82902507,237.6101486,194.2819429,281.6498078,2.669451307,2.182668372,3.164231218
pm25v0,EL432,Attribute,25.37254775,21.08007557,29.67089819,337.9195058,280.750755,395.1666561,2.951000723,2.451763666,3.450918637
pm25v0,EL431,Attribute,66.87683316,53.47984238,80.60462922,219.2671283,175.3433177,264.2752581,2.537161874,2.028929743,3.057932696
pm25v0,EL422,Attribute,31.83330889,23.63030359,40.02579728,254.7400398,189.0985321,320.2963409,2.906021204,2.157239349,3.653801013
pm25v0,EL421,Attribute,41.26459774,31.22052945,51.61001467,200.131282,151.4189443,250.3045039,2.736500594,2.070452856,3.422508301
pm25v0,EL413,Attribute,17.6255894,14.65443878,20.61948729,329.331691,273.8166699,385.2715234,2.932250129,2.437958978,3.430325978
pm25v0,EL412,Attribute,15.57265037,12.83086457,18.35488325,361.5651368,297.9075453,426.1613345,3.03991773,2.504700574,3.583028922
pm25v0,EL411,Attribute,36.08360621,30.2782657,41.83842907,345.4505997,289.8728343,400.5446019,2.788472271,2.339842002,3.233200364
pm25v0,EL30,Attribute,1437.356023,1154.071001,1705.823761,368.0342676,295.4963468,436.7794344,3.910422745,3.139845893,4.640639521
pm25v0,EE00,Attribute,65.24784173,33.30066179,95.58449322,48.82208657,24.91739174,71.52174055,0.401556826,0.204942348,0.588261227
pm25v0,DK,Attribute,278.5071456,168.0501535,378.5127094,50.13511585,30.25137791,68.13741177,0.514308632,0.310331826,0.698985231
pm25v0,DEG,Attribute,284.0729586,201.4763079,367.002524,126.850541,89.96725321,163.8828264,1.050150528,0.74481592,1.356711118
pm25v0,DEF,Attribute,253.3301337,180.3740068,324.2441717,89.35867926,63.62450644,114.3724696,0.798474006,0.568526344,1.021982526
pm25v0,DEE,Attribute,429.8589233,329.3442605,524.964862,183.7149715,140.7559603,224.3626925,1.401561354,1.073836705,1.711648291
pm25v0,DED,Attribute,616.8617538,438.811656,791.3291144,148.3315872,105.5170081,190.2849339,1.203899756,0.856415241,1.544386313
pm25v0,DEC,Attribute,123.3475215,96.59115464,149.9105036,121.1440612,94.86562472,147.2325898,0.972262109,0.761362517,1.181636243
pm25v0,DEB,Attribute,432.8013368,353.5978032,509.7436712,107.2463892,87.62013163,126.31231,0.976507458,0.797807366,1.150104605
pm25v0,DEA,Attribute,1834.693145,1472.953926,2152.06598,102.7892508,82.52274095,120.5701085,0.946471807,0.759862782,1.110192461
pm25v0,DE9,Attribute,809.1653321,649.7211293,967.2955463,102.2708258,82.11863136,122.2569249,0.926798718,0.744177858,1.10791326
pm25v0,DE8,Attribute,183.9806736,135.4685872,228.3887649,111.7476524,82.28194868,138.7206632,0.970485284,0.714590939,1.204729411
pm25v0,DE7,Attribute,566.5430795,433.3750019,694.4858051,93.00134386,71.14114585,114.0037066,0.917233584,0.70163801,1.124367348
pm25v0,DE6,Attribute,89.34165285,39.53510742,133.2594429,50.80647131,22.48275451,75.78123554,0.515538524,0.228133856,0.768962955
pm25v0,DE5,Attribute,53.89968769,36.79319013,69.26106309,81.23464984,55.45277585,104.3863025,0.712814724,0.486585558,0.915963879
pm25v0,DE4,Attribute,420.5265646,342.3875089,497.5856528,167.6823228,136.5247582,198.4093035,1.476529556,1.202185481,1.747075887
pm25v0,DE3,Attribute,393.1329656,323.4309149,461.709889,114.5333244,94.22701813,134.5117089,1.203055859,0.989759406,1.412907583
pm25v0,DE2,Attribute,1040.086431,735.1359113,1371.731264,82.62163316,58.39734266,108.9662943,0.834381931,0.589746736,1.100428506
pm25v0,DE1,Attribute,917.5074743,702.8084377,1127.064833,85.4932983,65.48774937,105.0196913,0.918596949,0.703648865,1.128393906
pm25v0,CZ080,Attribute,184.7625025,125.5382778,246.333763,149.8965112,101.8479187,199.8496539,1.398372772,0.950136508,1.864370899
pm25v0,CZ072,Attribute,95.88648701,79.9252877,111.5521884,162.994622,135.8625151,189.62447,1.55621317,1.297168359,1.810461622
pm25v0,CZ071,Attribute,96.57259358,79.46871988,112.7321702,151.5114819,124.6773635,176.8641303,1.45155542,1.194475115,1.694441172
pm25v0,CZ064,Attribute,201.6962943,172.63093,230.06891,174.3298313,149.2083778,198.8524455,1.710121989,1.463687537,1.950682233
pm25v0,CZ063,Attribute,53.79039784,41.74761308,65.12741222,105.3676893,81.77759029,127.5752887,1.049344525,0.81441411,1.270506494
pm25v0,CZ053,Attribute,65.79674988,54.22074716,75.89400541,128.2661706,105.6996133,147.9500022,1.244648558,1.025670269,1.435654044
pm25v0,CZ052,Attribute,67.49010304,53.06050895,79.7999066,122.4685725,96.28442345,144.8061135,1.169631199,0.919559766,1.382965974
pm25v0,CZ051,Attribute,44.02994213,32.76045429,53.98281608,101.2178385,75.31117714,124.0977683,1.004396994,0.747324121,1.231434284
pm25v0,CZ042,Attribute,119.816095,99.53491279,137.253575,145.5420903,120.906306,166.7235912,1.330777849,1.105519788,1.524451056
pm25v0,CZ041,Attribute,26.71482916,18.86375305,34.35694204,88.62130855,62.57678346,113.9727079,0.852119328,0.601697563,1.095873529
pm25v0,CZ032,Attribute,70.56842613,57.72884805,82.59625582,124.6453207,101.9669429,145.8898269,1.17692288,0.962790241,1.377516461
pm25v0,CZ031,Attribute,77.14821758,62.24806287,90.28719443,121.8840735,98.34392135,142.6417565,1.188521264,0.958978546,1.390930601
pm25v0,CZ020,Attribute,193.5421728,162.4898055,224.7456966,156.0070105,130.978525,181.156694,1.518100852,1.27453651,1.762849525
pm25v0,CZ010,Attribute,127.1649401,78.1226223,175.1179028,104.393397,64.13406338,143.7573389,1.024747598,0.629540282,1.411181307
pm25v0,CY,Attribute,174.3572119,134.818999,214.6026743,215.2949948,166.4769917,264.9841085,3.27818986,2.534867259,4.034773358
pm25v0,CH07,Attribute,27.74913302,15.25339397,40.36646297,82.96972208,45.60832552,120.6933657,0.94387511,0.518847486,1.373022311
pm25v0,CH06,Attribute,23.40908733,8.475903656,37.81954661,31.4689813,11.39436829,50.84036778,0.427417258,0.154760208,0.690523337
pm25v0,CH05,Attribute,32.03512694,5.970661237,58.35779112,29.11499566,5.426468595,53.03767643,0.352731718,0.065742123,0.642559934
pm25v0,CH04,Attribute,54.01499161,22.1044411,83.40866879,39.84961231,16.30788831,61.53372766,0.515552022,0.210980288,0.796096167
pm25v0,CH03,Attribute,52.07295015,30.20633216,71.62455275,48.74350716,28.27528304,67.04441354,0.596517664,0.346029734,0.820482267
pm25v0,CH02,Attribute,75.82211635,35.49172915,116.8330797,43.16756047,20.20655906,66.51563772,0.486873844,0.227903062,0.750211748
pm25v0,CH01,Attribute,58.35029108,27.70376115,87.95102293,39.77124356,18.88294075,59.94630729,0.529755978,0.251521061,0.798492862
pm25v0,BG42,Attribute,658.438889,564.5496475,746.6845556,448.5973699,384.6267956,508.7237892,3.139625376,2.691940483,3.560398627
pm25v0,BG41,Attribute,697.2270886,556.1840775,835.6164518,330.6239585,263.7407141,396.2492644,2.453733095,1.957364729,2.940762254
pm25v0,BG34,Attribute,479.8687354,422.6426802,535.0059187,447.8157521,394.4096897,499.2730122,3.000412679,2.642602629,3.345161951
pm25v0,BG33,Attribute,356.6000203,312.6096437,403.9548665,376.3298633,329.9041614,426.3067527,2.647861163,2.321220592,2.999483509
pm25v0,BG32,Attribute,477.6189447,405.9658328,547.5134023,559.1931699,475.2971711,641.0317538,3.338938556,2.838020577,3.827563888
pm25v0,BG31,Attribute,575.6998407,481.2050913,671.161586,673.3480302,562.8132128,785.0189231,3.462195673,2.893874178,4.036349354
pm25v0,BE353,Attribute,7.339579628,5.604821543,9.080906861,112.8312019,86.16280634,139.6005815,1.004210145,0.766857897,1.242461531
pm25v0,BE352,Attribute,25.84730166,19.58965075,31.24269409,85.61314705,64.886201,103.4840401,0.856610524,0.649226321,1.035417756
pm25v0,BE351,Attribute,9.598342324,7.145729701,11.92208804,90.03534597,67.02918231,111.83265,0.833700524,0.620670688,1.035536447
pm25v0,BE345,Attribute,4.663499192,3.479820108,5.818012825,89.86570611,67.0561813,112.1132174,0.901393983,0.672604181,1.124546456
pm25v0,BE344,Attribute,4.382175915,2.567913584,6.100964141,73.1242804,42.85035364,101.8047804,0.699339536,0.40980737,0.97363396
pm25v0,BE343,Attribute,3.669041125,2.38143588,4.876632622,67.20575096,43.6207752,89.32505752,0.65978498,0.428241473,0.876940025
pm25v0,BE342,Attribute,2.652702687,1.378657907,3.861289206,58.79014263,30.5545363,85.57465912,0.648150078,0.336856952,0.943446834
pm25v0,BE341,Attribute,3.193914668,2.170041839,4.117173136,55.25826237,37.54420606,71.23152216,0.65370592,0.444148049,0.842670413
pm25v0,BE334,Attribute,9.749852053,7.916471215,11.5049866,129.2582372,104.9526686,152.5263008,1.251794443,1.016406459,1.477135573
pm25v0,BE333,Attribute,16.72548139,11.31689586,21.98526651,27.50153607,18.60825482,36.15014634,0.610132225,0.412831406,0.802004856
pm25v0,BE332,Attribute,61.19775405,47.73244673,72.54519043,101.0731463,78.8342265,119.8141851,0.897317487,0.699880616,1.063701058
pm25v0,BE331,Attribute,11.0825121,8.620074153,13.20793127,102.8196582,79.97420145,122.5383142,0.962614374,0.748732716,1.147222023
pm25v0,BE32X,Attribute,117.7842009,95.51841034,140.659115,65.44325515,53.07193709,78.15301442,1.244408221,1.009167498,1.486084029
pm25v0,BE328,Attribute,29.36604126,24.03023325,33.91143935,132.0613204,108.0658276,152.5022713,1.155368815,0.94543815,1.334201872
pm25v0,BE323,Attribute,33.18189229,26.584807,38.85447409,130.9235156,104.8938862,153.3053854,1.150631827,0.921867196,1.347338126
pm25v0,BE310,Attribute,28.13477232,20.78561156,34.65723718,73.81404635,54.53292596,90.92623397,0.836821363,0.618234246,1.030819188
pm25v0,BE258,Attribute,8.306834302,3.889938641,12.56052092,138.1266508,64.68235272,208.856739,1.114156001,0.521746828,1.684657868
pm25v0,BE257,Attribute,7.768084524,5.803445732,9.537857751,85.65168309,63.9893625,105.1654039,0.878887826,0.656606909,1.079121479
pm25v0,BE256,Attribute,13.02982196,9.857635066,15.84258522,88.95753719,67.30031596,108.1608859,0.93447416,0.706969506,1.13620224
pm25v0,BE255,Attribute,22.48860279,14.27581269,30.4167161,148.5097126,94.27460379,200.8645343,1.254030576,0.796067061,1.696113508
pm25v0,BE254,Attribute,27.2329104,20.68312292,33.20950503,96.29798678,73.13736731,117.431741,0.969282693,0.736160027,1.182004322
pm25v0,BE253,Attribute,10.90300149,8.704519308,12.84249487,103.0809986,82.29567643,121.4177633,1.024051709,0.817561914,1.20621626
pm25v0,BE252,Attribute,5.836359601,4.747817846,6.814744578,117.0630583,95.22957418,136.6870696,1.123225326,0.91372834,1.311523396
pm25v0,BE251,Attribute,27.42569098,18.85753679,35.19955046,98.73217348,67.88691249,126.7179854,0.958002914,0.658709827,1.229550685
pm25v0,BE242,Attribute,48.46970301,39.70433833,55.86924186,99.79105127,81.7445345,115.0255771,1.082830475,0.887010906,1.248136671
pm25v0,BE241,Attribute,47.91707393,34.56400192,60.4109845,79.98807483,57.6978743,100.8440045,0.899848384,0.649088868,1.134472429
pm25v0,BE236,Attribute,23.79597965,18.42309712,28.94669544,99.67052793,77.16602806,121.2444425,1.088672811,0.842864238,1.324316018
pm25v0,BE235,Attribute,13.91826489,11.31094535,16.41098926,116.0415284,94.30334306,136.8243066,1.112072459,0.903746922,1.311241869
pm25v0,BE234,Attribute,44.30435933,31.51397334,56.08599627,83.59413767,59.46107637,105.8238549,0.887950056,0.631605011,1.124077406
pm25v0,BE233,Attribute,9.249523476,7.284465792,11.1410162,112.4673086,88.57363668,135.4665024,1.096929616,0.863890428,1.321243052
